node_id,x,y,square,nearest_service_point,population,assigned_population,assigned_square,adjusted_Male,adjusted_Female,adjusted_Age0-14,adjusted_Age15-24,adjusted_Age25-44,adjusted_Age45-64,adjusted_Age65+,adjusted_Households,adjusted_Single-person households,adjusted_Multi-person households w/o kids,adjusted_Single parent households,adjusted_Two-parent households,adjusted_Houses,adjusted_Vacant houses,Home ownership %,Rental %,Social housing %,Avg. home value,Urbanization index,Median household income,Percentage low income households,Percentage high income households,Distance nearest supermarket in km,Male.prop,Female.prop,Age0-14.prop,Age15-24.prop,Age25-44.prop,Age45-64.prop,Age65+.prop,Single-person households.prop,Multi-person households w/o kids.prop,Single parent households.prop,Two-parent households.prop,hold_house_ratio,pop_house_ratio,pop_hold_ratio,Income_median,adjusted_total_deliveries,adjusted_total_pickups,adjusted_total_demand,adjusted_pickup_ratio,average_distance
281,98684.0,8566.0,E1790N3135,284,490.0,11.611881873364556,E1790N3135,5.687452346137742,5.805940936682278,1.0663973149008266,1.6588402676235081,1.5403516770789718,3.9101234879696976,3.4361691257915523,5.450475165048669,1.6588402676235081,2.2512832203461897,0.11848859054453628,1.1848859054453629,5.568963755593206,0.4739543621781451,70.0,30.0,20.0,303.0,5.0,60-80 above middle,29.0,29.0,"1,1",48.97959183673469,50.0,9.183673469387756,14.285714285714285,13.26530612244898,33.6734693877551,29.59183673469388,30.434782608695656,41.30434782608695,2.1739130434782608,21.73913043478261,0.9787234042553192,2.0851063829787235,2.130434782608696,70.0,51.02826534951211,77.22190037519483,128.25016572470696,0.6021193028393748,318.38190563659424
284,96849.0,8765.0,E1790N3135,284,490.0,31.468604143085575,E1790N3135,15.413193866001096,15.734302071542787,2.8899738498752057,4.495514877583653,4.174406672041964,10.596570782875753,9.312137960708997,14.770977454917718,4.495514877583653,6.1010559052921005,0.3211082055416895,3.2110820554168953,15.092085660459407,1.284432822166758,70.0,30.0,20.0,303.0,5.0,60-80 above middle,29.0,29.0,"1,1",48.97959183673469,50.0,9.183673469387756,14.285714285714285,13.26530612244898,33.6734693877551,29.59183673469388,30.434782608695656,41.30434782608695,2.1739130434782608,21.73913043478261,0.9787234042553192,2.0851063829787235,2.130434782608696,70.0,138.2883756400846,209.2740384879306,347.56241412801523,0.6021193028393748,318.38190563659424
286,99794.0,8850.0,E1790N3135,284,490.0,10.091141791208296,E1790N3135,4.942600060999982,5.045570895604148,0.9267375114374966,1.441591684458328,1.3386208498541616,3.3980375419374873,2.9861542035208224,4.736658391791649,1.441591684458328,1.9564458574791594,0.10297083460416628,1.029708346041663,4.839629226395815,0.41188333841666513,70.0,30.0,20.0,303.0,5.0,60-80 above middle,29.0,29.0,"1,1",48.97959183673469,50.0,9.183673469387756,14.285714285714285,13.26530612244898,33.6734693877551,29.59183673469388,30.434782608695656,41.30434782608695,2.1739130434782608,21.73913043478261,0.9787234042553192,2.0851063829787235,2.130434782608696,70.0,44.34539264324477,67.10860087718594,111.45399352043071,0.6021193028393748,318.38190563659424
287,98056.0,8940.0,E1790N3135,284,490.0,28.737580854120083,E1790N3135,14.075549806099632,14.368790427060041,2.639165588643681,4.105368693445726,3.812128072485317,9.676940491693497,8.503978007851861,13.489068564178814,4.105368693445726,5.571571798247771,0.293240620960409,2.93240620960409,13.782309185139223,1.172962483841636,70.0,30.0,20.0,303.0,5.0,60-80 above middle,29.0,29.0,"1,1",48.97959183673469,50.0,9.183673469387756,14.285714285714285,13.26530612244898,33.6734693877551,29.59183673469388,30.434782608695656,41.30434782608695,2.1739130434782608,21.73913043478261,0.9787234042553192,2.0851063829787235,2.130434782608696,70.0,126.28692896806047,191.11205487125406,317.3989838393145,0.6021193028393749,318.38190563659424
289,98432.0,9039.0,E1790N3135,284,490.0,6.15986747165856,E1790N3135,3.017077945302152,3.07993373582928,0.5657021147441536,0.8799810673797944,0.8171252768526662,2.0742410873952295,1.822817925286717,2.891366364247896,0.8799810673797944,1.1942600200154352,0.06285579052712817,0.6285579052712817,2.954222154775024,0.2514231621085127,70.0,30.0,20.0,303.0,5.0,60-80 above middle,29.0,29.0,"1,1",48.97959183673469,50.0,9.183673469387756,14.285714285714285,13.26530612244898,33.6734693877551,29.59183673469388,30.434782608695656,41.30434782608695,2.1739130434782608,21.73913043478261,0.9787234042553192,2.0851063829787235,2.130434782608696,70.0,27.069458274685722,40.96464960704882,68.03410788173454,0.6021193028393749,318.38190563659424
290,98736.0,9170.0,E1790N3135,284,490.0,4.020035576259266,E1790N3135,1.9689970169433137,2.010017788129633,0.36918694067687136,0.5742907966084665,0.5332700254221475,1.3536854491485282,1.189602364403252,1.8869554745706758,0.5742907966084665,0.7793946525400617,0.04102077118631904,0.4102077118631904,1.9279762457569947,0.16408308474527616,70.0,30.0,20.0,303.0,5.0,60-80 above middle,29.0,29.0,"1,1",48.97959183673469,50.0,9.183673469387756,14.285714285714285,13.26530612244898,33.6734693877551,29.59183673469388,30.434782608695656,41.30434782608695,2.1739130434782608,21.73913043478261,0.9787234042553192,2.0851063829787235,2.130434782608696,70.0,17.66599456806207,26.734235687215374,44.40023025527745,0.6021193028393748,318.38190563659424
291,98663.0,9288.0,E1790N3135,284,490.0,8.35286079327559,E1790N3135,4.091197123237024,4.176430396637795,0.767099460606942,1.1932658276107988,1.1080325542100273,2.812698022225454,2.4717649286223686,3.9207305764354814,1.1932658276107988,1.6194321946146555,0.08523327340077133,0.8523327340077134,4.005963849836253,0.3409330936030853,70.0,30.0,20.0,303.0,5.0,60-80 above middle,29.0,29.0,"1,1",48.97959183673469,50.0,9.183673469387756,14.285714285714285,13.26530612244898,33.6734693877551,29.59183673469388,30.434782608695656,41.30434782608695,2.1739130434782608,21.73913043478261,0.9787234042553192,2.0851063829787235,2.130434782608696,70.0,36.70653918418668,55.54860022351418,92.25513940770085,0.6021193028393749,318.38190563659424
294,99895.0,9677.0,E1790N3135,284,490.0,15.01999611886838,E1790N3135,7.356732792915126,7.50999805943419,1.379387398671586,2.1457137312669117,1.9924484647478464,5.057753795129149,4.444692729052888,7.050202259876995,2.1457137312669117,2.912040063862237,0.1532652665190651,1.5326526651906511,7.203467526396061,0.6130610660762604,70.0,30.0,20.0,303.0,5.0,60-80 above middle,29.0,29.0,"1,1",48.97959183673469,50.0,9.183673469387756,14.285714285714285,13.26530612244898,33.6734693877551,29.59183673469388,30.434782608695656,41.30434782608695,2.1739130434782608,21.73913043478261,0.9787234042553192,2.0851063829787235,2.130434782608696,70.0,66.00517951016494,99.88670713121823,165.89188664138317,0.6021193028393749,318.38190563659424
296,98949.0,10075.0,E1790N3135,284,490.0,30.80126370317304,E1790N3135,15.086333242370468,15.400631851586521,2.828687482944463,4.40018052902472,4.085881919808669,10.371854104129698,9.114659667265492,14.457736023938367,4.40018052902472,5.971673575104977,0.31429860921605146,3.1429860921605144,14.772034633154417,1.2571944368642058,70.0,30.0,20.0,303.0,5.0,60-80 above middle,29.0,29.0,"1,1",48.97959183673469,50.0,9.183673469387756,14.285714285714285,13.26530612244898,33.6734693877551,29.59183673469388,30.434782608695656,41.30434782608695,2.1739130434782608,21.73913043478261,0.9787234042553192,2.0851063829787235,2.130434782608696,70.0,135.35575667119647,204.83605870745484,340.1918153786513,0.6021193028393749,318.38190563659424
297,99239.0,10325.0,E1790N3135,284,490.0,16.585071684996716,E1790N3135,8.123300417141248,8.292535842498358,1.523118828213984,2.3692959549995307,2.200060529642421,5.584769036784608,4.9078273353561706,7.78482956642703,2.3692959549995307,3.2154730817850776,0.16923542535710934,1.6923542535710934,7.954064991784139,0.6769417014284373,70.0,30.0,20.0,303.0,5.0,60-80 above middle,29.0,29.0,"1,1",48.97959183673469,50.0,9.183673469387756,14.285714285714285,13.26530612244898,33.6734693877551,29.59183673469388,30.434782608695656,41.30434782608695,2.1739130434782608,21.73913043478261,0.9787234042553192,2.0851063829787235,2.130434782608696,70.0,72.88288392977545,110.29484861640157,183.17773254617703,0.6021193028393748,318.38190563659424
298,99737.0,10716.0,E1790N3135,284,490.0,38.30476604468594,E1790N3135,18.761518062703317,19.15238302234297,3.5177846367568724,5.472109434955135,5.081244475315482,12.898543668108532,11.335083829549921,17.979788143424013,5.472109434955135,7.426434233153397,0.39086495963965245,3.9086495963965247,18.370653103063667,1.5634598385586098,70.0,30.0,20.0,303.0,5.0,60-80 above middle,29.0,29.0,"1,1",48.97959183673469,50.0,9.183673469387756,14.285714285714285,13.26530612244898,33.6734693877551,29.59183673469388,30.434782608695656,41.30434782608695,2.1739130434782608,21.73913043478261,0.9787234042553192,2.0851063829787235,2.130434782608696,70.0,168.3298010775286,254.73621413449754,423.0660152120262,0.6021193028393749,318.38190563659424
299,96819.0,11135.0,E1790N3135,284,490.0,45.59763770449257,E1790N3135,22.333536834853504,22.798818852246285,4.187538156535032,6.513948243498938,6.048666226106157,15.354306573961782,13.493178504390658,21.40297280006794,6.513948243498938,8.840358330462845,0.4652820173927813,4.652820173927813,21.86825481746072,1.8611280695711252,70.0,30.0,20.0,303.0,5.0,60-80 above middle,29.0,29.0,"1,1",48.97959183673469,50.0,9.183673469387756,14.285714285714285,13.26530612244898,33.6734693877551,29.59183673469388,30.434782608695656,41.30434782608695,2.1739130434782608,21.73913043478261,0.9787234042553192,2.0851063829787235,2.130434782608696,70.0,200.37823166569825,303.2356231798541,503.61385484555234,0.6021193028393749,318.38190563659424
301,96628.0,11520.0,E1790N3135,284,490.0,16.690659397372357,E1790N3135,8.175016847692584,8.345329698686179,1.5328156589423594,2.3843799139103368,2.214067062916741,5.620324082788651,4.939072678814269,7.834391145705393,2.3843799139103368,3.2359441688783144,0.1703128509935955,1.7031285099359548,8.004703996698987,0.681251403974382,70.0,30.0,20.0,303.0,5.0,60-80 above middle,29.0,29.0,"1,1",48.97959183673469,50.0,9.183673469387756,14.285714285714285,13.26530612244898,33.6734693877551,29.59183673469388,30.434782608695656,41.30434782608695,2.1739130434782608,21.73913043478261,0.9787234042553192,2.0851063829787235,2.130434782608696,70.0,73.34688777200459,110.99703314556213,184.34392091756672,0.6021193028393749,318.38190563659424
302,96892.0,12032.0,E1790N3135,284,490.0,38.68977605676466,E1790N3135,18.95009439515004,19.34488802838233,3.5531426990906323,5.527110865252094,5.132317232019802,13.028189896665651,11.449015363736482,18.160507128685452,5.527110865252094,7.501079031413557,0.39479363323229244,3.9479363323229246,18.555300761917746,1.5791745329291698,70.0,30.0,20.0,303.0,5.0,60-80 above middle,29.0,29.0,"1,1",48.97959183673469,50.0,9.183673469387756,14.285714285714285,13.26530612244898,33.6734693877551,29.59183673469388,30.434782608695656,41.30434782608695,2.1739130434782608,21.73913043478261,0.9787234042553192,2.0851063829787235,2.130434782608696,70.0,170.02172261727802,257.2966264019003,427.3183490191783,0.6021193028393749,318.38190563659424
309,96137.0,12327.0,E1790N3135,284,490.0,15.01990345288934,E1790N3135,7.356687405496819,7.50995172644467,1.3793788885306537,2.1457004932699055,1.9924361723220552,5.057722591279063,4.444665307487662,7.050158763601118,2.1457004932699055,2.9120220980091576,0.1532643209478504,1.532643209478504,7.203423084548969,0.6130572837914016,70.0,30.0,20.0,303.0,5.0,60-80 above middle,29.0,29.0,"1,1",48.97959183673469,50.0,9.183673469387756,14.285714285714285,13.26530612244898,33.6734693877551,29.59183673469388,30.434782608695656,41.30434782608695,2.1739130434782608,21.73913043478261,0.9787234042553192,2.0851063829787235,2.130434782608696,70.0,66.00477229071343,99.8860908794272,165.89086317014062,0.6021193028393749,318.38190563659424
