14 219 12.79, 12 79 10.32, 1 57 0.81, 1 201 0.74, 1 64 1.13, 1 75 1.59, 1 90 1.45, 7 47 6.74, 7 93 7.3, 13 149 2.26, 13 40 2.92, 13 47 0.9, 13 39 1.64, 15 80 3.07, 15 30 1.95, 15 39 2.95, 13 58 2.26, 13 62 2.21, 13 61 1.78, 4 37 3.73, 16 122 2.45, 16 29 3.1, 16 61 3.7, 16 56 4.17, 4 34 4.79, 4 65 3.44, 4 64 6.77, 4 66 3.57, 4 53 0.18, 16 63 3.0, 9 92 2.28, 9 76 1.55, 9 143 1.04, 2 63 8.14, 2 34 14.05, 2 47 14.98, 11 11 0.7, 11 18 9.31, 
10 74 0.05, 10 49 0.64, 10 52 2.04, 10 47 0.68, 12 160 4.47, 1 34 2.61, 13 74 1.37, 15 31 3.54, 15 77 4.38, 15 30 1.62, 15 32 4.63, 15 12 4.56, 17 55 2.38, 
10 37 4.8, 10 40 5.97, 10 46 5.35, 10 17 2.91, 14 66 5.43, 14 113 4.27, 18 42 4.68, 18 44 8.91, 18 25 5.32, 18 60 7.96, 18 62 4.47, 18 41 10.06, 18 50 6.27, 18 28 5.0, 18 50 8.03, 18 116 3.75, 18 29 0.62, 18 52 2.08, 7 535 2.15, 7 48 2.41, 15 140 3.15, 15 26 4.36, 15 71 3.95, 17 45 9.27, 17 37 4.22, 17 32 1.75, 17 51 6.4, 3 35 5.2, 3 40 6.7, 
14 79 6.67, 13 46 2.96, 13 104 1.74, 13 50 2.18, 13 51 0.41, 15 52 3.12, 6 248 1.51, 6 23 0.57, 6 14 1.79, 4 143 0.82, 16 45 6.21, 16 35 2.51, 16 40 5.28, 16 86 3.34, 16 40 6.04, 11 35 7.25, 
10 114 2.83, 14 97 8.03, 18 113 8.55, 18 46 6.21, 12 137 5.79, 12 45 6.08, 1 68 1.04, 1 157 0.56, 13 393 1.37, 17 72 7.13, 15 283 3.45, 8 34 7.18, 8 39 4.54, 17 95 8.53, 17 20 7.29, 5 70 4.66, 5 123 5.22, 5 40 3.6, 
14 95 17.78, 12 343 5.03, 1 27 1.54, 1 30 1.73, 7 12 7.54, 6 166 0.01, 6 21 0.18, 
14 65 1.36, 18 52 5.44, 7 14 1.44, 6 173 0.41, 4 160 5.45, 4 15 3.96, 4 63 3.4, 4 49 4.44, 4 59 5.91, 4 62 6.14, 16 32 5.21, 9 32 0.55, 9 25 1.18, 9 26 1.82, 9 21 1.67, 2 65 17.93, 11 20 6.62, 11 30 3.04, 11 27 12.35, 11 20 8.73, 
18 276 8.84, 18 51 10.65, 18 97 8.04, 18 120 3.72, 18 69 1.03, 14 46 8.8, 14 36 11.35, 18 215 4.3, 18 66 1.03, 1 76 1.27, 1 70 0.08, 1 33 0.87, 1 35 0.78, 15 174 4.24, 15 26 2.91, 8 60 1.81, 8 99 1.59, 8 34 4.85, 8 53 5.59, 6 33 0.64, 6 29 1.36, 6 18 0.88, 6 25 0.02, 6 153 1.74, 6 11 1.38, 17 19 7.65, 16 97 1.29, 16 47 4.26, 9 28 2.11, 3 211 2.04, 
14 107 4.26, 12 115 1.93, 12 26 1.25, 12 53 6.1, 1 29 3.07, 7 8 1.29, 7 13 1.28, 1 33 2.74, 7 15 2.32, 13 41 1.02, 15 67 5.74, 15 77 0.51, 8 258 1.22, 6 30 2.27, 6 48 1.46, 6 23 1.42, 6 38 0.48, 4 148 0.52, 16 34 1.96, 9 22 4.02, 9 24 1.6, 2 99 2.45, 2 89 2.2, 2 62 0.18, 11 90 0.57, 4 187 1.32, 4 42 2.38, 4 60 1.39, 4 51 1.26, 16 38 0.73, 16 49 0.16, 9 25 13.76, 2 62 4.93, 2 50 5.19, 2 86 3.59, 2 37 4.58, 11 32 1.98, 4 76 1.31, 16 42 0.71, 16 45 0.8, 9 27 5.56, 9 30 1.35, 9 31 7.83, 9 34 8.72, 9 29 2.11, 9 34 6.45, 2 34 1.45, 2 69 1.07, 2 82 1.66, 2 96 5.1, 2 54 4.44, 2 54 4.1, 
10 21 7.13, 10 52 5.66, 10 34 10.21, 10 47 8.61, 10 34 4.32, 10 36 8.13, 10 90 1.27, 12 389 8.04, 12 58 5.38, 12 42 9.12, 12 49 6.59, 1 61 1.97, 8 208 4.48, 8 63 6.82, 8 106 3.09, 
